resource_id,title,resource_type,provider,url,difficulty,estimated_hours,prerequisite_score,page_kind,metadata_scope,verified_individual_page,claim_level,summary
RES-0535,自主学习能力测评-115,synthetic_assessment,系统能力测评中心,,intermediate,1,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证自主学习，结果仅用于学习建议。
RES-0536,知识管理能力测评-116,synthetic_assessment,系统能力测评中心,,advanced,2,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证知识管理，结果仅用于学习建议。
RES-0537,项目规划能力测评-117,synthetic_assessment,系统能力测评中心,,beginner,3,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证项目规划，结果仅用于学习建议。
RES-0538,项目交付能力测评-118,synthetic_assessment,系统能力测评中心,,intermediate,4,50,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证项目交付，结果仅用于学习建议。
RES-0539,复盘与反馈能力测评-119,synthetic_assessment,系统能力测评中心,,advanced,5,70,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证复盘与反馈，结果仅用于学习建议。
RES-0540,职业探索能力测评-120,synthetic_assessment,系统能力测评中心,,beginner,1,20,synthetic,参赛团队生成,False,synthetic,通过任务和量表验证职业探索，结果仅用于学习建议。
RES-0541,Python编程职业应用指南-001,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解Python编程，内容为演示指南。
RES-0542,数据结构与算法职业应用指南-002,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解数据结构与算法，内容为演示指南。
RES-0543,面向对象设计职业应用指南-003,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解面向对象设计，内容为演示指南。
RES-0544,计算机系统基础职业应用指南-004,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解计算机系统基础，内容为演示指南。
RES-0545,计算机网络职业应用指南-005,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解计算机网络，内容为演示指南。
RES-0546,Linux使用职业应用指南-006,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解Linux使用，内容为演示指南。
RES-0547,软件工程职业应用指南-007,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解软件工程，内容为演示指南。
RES-0548,测试与调试职业应用指南-008,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解测试与调试，内容为演示指南。
RES-0549,SQL职业应用指南-009,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解SQL，内容为演示指南。
RES-0550,数据清洗职业应用指南-010,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解数据清洗，内容为演示指南。
RES-0551,统计学基础职业应用指南-011,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解统计学基础，内容为演示指南。
RES-0552,探索性数据分析职业应用指南-012,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解探索性数据分析，内容为演示指南。
RES-0553,数据可视化职业应用指南-013,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解数据可视化，内容为演示指南。
RES-0554,Excel与BI工具职业应用指南-014,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解Excel与BI工具，内容为演示指南。
RES-0555,数据建模职业应用指南-015,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解数据建模，内容为演示指南。
RES-0556,实验与A/B测试职业应用指南-016,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解实验与A/B测试，内容为演示指南。
RES-0557,线性代数职业应用指南-017,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解线性代数，内容为演示指南。
RES-0558,微积分与优化职业应用指南-018,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解微积分与优化，内容为演示指南。
RES-0559,机器学习职业应用指南-019,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解机器学习，内容为演示指南。
RES-0560,特征工程职业应用指南-020,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解特征工程，内容为演示指南。
RES-0561,模型评估职业应用指南-021,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解模型评估，内容为演示指南。
RES-0562,深度学习职业应用指南-022,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解深度学习，内容为演示指南。
RES-0563,自然语言处理职业应用指南-023,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解自然语言处理，内容为演示指南。
RES-0564,模型调优职业应用指南-024,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解模型调优，内容为演示指南。
RES-0565,大模型基础职业应用指南-025,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解大模型基础，内容为演示指南。
RES-0566,提示词设计职业应用指南-026,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解提示词设计，内容为演示指南。
RES-0567,RAG应用职业应用指南-027,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解RAG应用，内容为演示指南。
RES-0568,向量数据库职业应用指南-028,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解向量数据库，内容为演示指南。
RES-0569,智能体开发职业应用指南-029,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解智能体开发，内容为演示指南。
RES-0570,MCP与工具调用职业应用指南-030,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解MCP与工具调用，内容为演示指南。
RES-0571,模型微调职业应用指南-031,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解模型微调，内容为演示指南。
RES-0572,AI安全与评测职业应用指南-032,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解AI安全与评测，内容为演示指南。
RES-0573,Git版本控制职业应用指南-033,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解Git版本控制，内容为演示指南。
RES-0574,API设计职业应用指南-034,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解API设计，内容为演示指南。
RES-0575,后端服务开发职业应用指南-035,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解后端服务开发，内容为演示指南。
RES-0576,Docker容器职业应用指南-036,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解Docker容器，内容为演示指南。
RES-0577,CI/CD职业应用指南-037,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解CI/CD，内容为演示指南。
RES-0578,云端部署职业应用指南-038,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解云端部署，内容为演示指南。
RES-0579,监控与可观测性职业应用指南-039,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解监控与可观测性，内容为演示指南。
RES-0580,数据工程管道职业应用指南-040,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解数据工程管道，内容为演示指南。
RES-0581,问题拆解职业应用指南-041,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解问题拆解，内容为演示指南。
RES-0582,系统思维职业应用指南-042,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解系统思维，内容为演示指南。
RES-0583,需求分析职业应用指南-043,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解需求分析，内容为演示指南。
RES-0584,用户研究职业应用指南-044,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解用户研究，内容为演示指南。
RES-0585,指标设计职业应用指南-045,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解指标设计，内容为演示指南。
RES-0586,业务理解职业应用指南-046,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解业务理解，内容为演示指南。
RES-0587,创新与方案比较职业应用指南-047,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解创新与方案比较，内容为演示指南。
RES-0588,书面沟通职业应用指南-048,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解书面沟通，内容为演示指南。
RES-0589,表达与汇报职业应用指南-049,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解表达与汇报，内容为演示指南。
RES-0590,跨岗位沟通职业应用指南-050,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解跨岗位沟通，内容为演示指南。
RES-0591,远程协作职业应用指南-051,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解远程协作，内容为演示指南。
RES-0592,团队协作职业应用指南-052,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解团队协作，内容为演示指南。
RES-0593,时间管理职业应用指南-053,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解时间管理，内容为演示指南。
RES-0594,职业伦理与隐私职业应用指南-054,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解职业伦理与隐私，内容为演示指南。
RES-0595,自主学习职业应用指南-055,synthetic_guide,职业知识库,,intermediate,3,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解自主学习，内容为演示指南。
RES-0596,知识管理职业应用指南-056,synthetic_guide,职业知识库,,advanced,4,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解知识管理，内容为演示指南。
RES-0597,项目规划职业应用指南-057,synthetic_guide,职业知识库,,beginner,5,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解项目规划，内容为演示指南。
RES-0598,项目交付职业应用指南-058,synthetic_guide,职业知识库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,用于学习或理解项目交付，内容为演示指南。
RES-0599,复盘与反馈职业应用指南-059,synthetic_guide,职业知识库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,用于学习或理解复盘与反馈，内容为演示指南。
RES-0600,职业探索职业应用指南-060,synthetic_guide,职业知识库,,beginner,2,20,synthetic,参赛团队生成,False,synthetic,用于学习或理解职业探索，内容为演示指南。
